time,element,point,stress_rr,stress_zz,stress_hoop,stress_rz,elastic_rr,elastic_zz,elastic_hoop,elastic_rz,plastic_rr,plastic_zz,plastic_hoop,plastic_rz,creep_rr,creep_zz,creep_hoop,creep_rz,equiv_plastic,equiv_creep
0.10000000149011612,1,1,-2736104.4654840874,-82275.868515869603,1440010.9074153674,74346.525393071497,-0.0031434249771539365,0.00030655219890474627,0.0022855250076153546,9.6650483010992955e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10000000149011612,2,1,-2622314.6028879695,-70748.415375533514,1507622.1834204658,-15994.727753256639,-0.0030533767333014495,0.00026365931046471754,0.002315541088899517,-2.0793146079233632e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10000000149011612,3,1,-101985.40021759471,-104959.41394183646,-51051.427497362536,98025.883606603966,-5.518214778583503e-05,-5.9048365627349287e-05,1.1032016750466823e-05,0.00012743364868858517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10000000149011612,4,1,-830234.5315789436,-279338.81758673873,-195362.16109210995,124888.29569146036,-0.00068782423797528907,2.8340190214577294e-05,0.00013750984365759478,0.00016235478439889848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10000000149011612,5,1,-506954.4954987386,-180713.10736640514,-123175.97651438061,-229194.96668185023,-0.00041578777033450293,8.3260342375306077e-06,8.3124304345162528e-05,-0.00029795345668640532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10000000149011612,6,1,74392.018114980878,11855.046840052149,12459.983328064089,36508.289884225822,6.7097509064546008e-05,-1.4200553592861344e-05,-1.341413615844582e-05,4.746077684949357e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10000000149011612,7,1,-23570.081124129341,-9667.5327223674358,-6211.5146811216409,-16433.880148231656,-1.8806366903082619e-05,-7.3305398079214241e-07,3.7597694728273926e-06,-2.1364044192701155e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10000000149011612,8,1,3861.7089242141751,3966.9749911859558,1930.2651332605378,3704.9175237857789,2.0925368868802274e-06,2.2293827739435425e-06,-4.1834004135950192e-07,4.8163927809215132e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20000000298023224,1,1,-2736136.5842175013,-82254.238026123727,1439996.3476275981,74137.879693948082,-0.0031434592170979437,0.00030658783295084722,0.0022855135943006858,9.6379243602132518e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20000000298023224,2,1,-2622258.2295653308,-70748.029533460969,1507654.7109411506,-16220.833128948936,-0.0030533302339876382,0.00026363302605379328,0.0023155565886707882,-2.1087083067633619e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
