case,modes,modal_dofs,local_dofs,section_basis_size,solid_displacement_dofs,displacement_L2,axial_stress_L2,stress_tensor_L2,bending_moment_L2,bending_moment_absolute,axial_force_absolute,energy_relative,modal_energy,solid_energy
bending_local,12,1044,32256,288,510315,1.082847786304898e-05,0.002169700408303546,0.004004542604527337,0.00023312385943702498,1.5122168240487414e-06,1.636458104442573e-10,6.7541916519697764e-06,4.273599231994631e-09,4.273570367481331e-09
