case,modes,modal_dofs,local_dofs,section_basis_size,solid_displacement_dofs,displacement_L2,axial_stress_L2,stress_tensor_L2,bending_moment_L2,bending_moment_absolute,axial_force_absolute,energy_relative,modal_energy,solid_energy
nonuniform_local,12,1044,32256,288,510315,6.64353554424826e-06,0.0036483904276355763,0.008729760168360167,0.0004930235196997598,3.0113636740619447e-05,6.282361155757893e-06,4.389448448050004e-07,3.3871845118596555e-07,3.387185998647488e-07
