time,maximum_native_temperature_K,native_interface_heat_W,replayed_interface_heat_W,interface_heat_relative_difference_percent,maximum_fuel_interior_thermal_residual_W,fuel_stress_relative_l2_percent,fuel_stress_maximum_pointwise_percent,fuel_stress_maximum_absolute_difference_Pa,cladding_stress_relative_l2_percent,cladding_stress_maximum_pointwise_percent,cladding_stress_maximum_absolute_difference_Pa
0.05000000074505806,600.1899379932062,0.03135409837200814,0.03135412248792461,7.691471839432751e-05,2.6370649726517115e-13,1.4122754896630653e-08,1.9854531491076448e-07,0.00010356718731706985,3.631457039618033e-10,1.650872977805096e-09,2.739537733690794e-05
0.10000000149011612,600.759661291523,0.16301394112872664,0.1630138871575643,-3.310831083735977e-05,1.910918702462995e-12,1.2772258106422139e-08,2.8611385568546445e-07,0.00045776428052341243,8.054525132514721e-10,4.024447420921422e-09,0.00015149626936099804
0.15000000596046448,601.7092674198301,0.5431032401933267,0.5431006076491178,-0.0004847226114712555,9.36969809194315e-12,8.002382184800848e-09,1.6204683555541346e-07,0.0006870587935658426,7.78018183315539e-10,3.922201813657826e-09,0.000254090115459545
0.20000000298023224,603.0387613364854,1.1053346283381102,1.1053337326234958,-8.103560600325466e-05,1.0586505684671149e-11,5.3915317697793865e-09,1.283385968016803e-07,0.001060559664262721,6.777812361507754e-10,4.024374918218416e-09,0.00029154601292892996
0.25,604.6848502117302,1.7119325179799054,1.7119323704890907,-8.615457280924943e-06,2.1318060869097294e-11,3.976922605161702e-09,1.0157645638748362e-07,0.001176404563992284,7.182733904049243e-10,3.814859066536748e-09,0.0002951709185970537
0.30000001192092896,606.5841823312666,2.3784841190088457,2.378484053643878,-2.7481775966009536e-06,3.854688812067464e-11,3.1392148108217862e-09,7.35064118611539e-08,0.0014302440397338902,6.89791899892372e-10,3.1565040288654845e-09,0.00038741953470231304
0.3499999940395355,608.7366079520976,3.0977939912305956,3.0977939820858644,-2.9520139666061596e-07,5.932090018853642e-11,2.593301320569228e-09,5.7879710733597845e-08,0.0014743322326866736,6.251958172769144e-10,3.262182389906859e-09,0.0004705604611163268
0.4000000059604645,611.1418018488773,3.8701616863427666,3.8701617410590243,1.4137977233374954e-06,8.594825762556213e-11,2.2189111568088955e-09,4.873514814170565e-08,0.0014867964030917198,5.773450744645718e-10,2.8957777650882444e-09,0.0004902776773817957
0.44999998807907104,613.7992095995062,4.7064295455665555,4.706429711038732,3.5158749245312038e-06,8.675363812743475e-11,1.9334753121717075e-09,4.5321771614904736e-08,0.0014873354936841832,5.299822655331894e-10,3.5487066763003097e-09,0.00043603026980305697
0.5,616.7080481744673,5.604452502955331,5.604452827493431,5.790719082021667e-06,6.9697505145766e-11,1.694382370642815e-09,3.9110801319478955e-08,0.0015458832287256073,5.02025845335804e-10,3.99937614629881e-09,0.00048515339280035663
0.550000011920929,619.7913182050856,6.531635070389184,6.531635638044459,8.690860231475028e-06,7.802975670115342e-11,1.5241373793894526e-09,3.153261865205475e-08,0.0015765190206044335,4.862352324659447e-10,4.675042961483596e-09,0.0005253012964262473
0.6000000238418579,622.9716359067712,7.458000673140411,7.458001523294004,1.1399215815721675e-05,1.7747256095268504e-10,1.4084350040195762e-09,2.897876564958e-08,0.0016998553282555208,4.654005034114398e-10,5.1060032711295054e-09,0.0006509143212560595
0.6499999761581421,626.2474506235266,8.38799290570847,8.38799409948489,1.4231967448985472e-05,1.663400623838629e-10,1.2910183201550134e-09,2.706882093082977e-08,0.0019057480196530278,4.49333724131631e-10,4.577059374011236e-09,0.0005855703289728758
0.699999988079071,629.6169931366162,9.322995129895325,9.322996849744653,1.8447390615072834e-05,1.8798313166507041e-10,1.2174885749273825e-09,2.2707044454263145e-08,0.0023639884159217823,4.3771595552068294e-10,4.494021557182894e-09,0.0006078386789416473
0.75,633.0784108241627,10.263765040275691,10.263767138817844,2.0446124238127084e-05,2.3214813491684305e-10,1.1503667118789584e-09,2.4526407211983926e-08,0.0023148757121726825,4.2862403584392874e-10,4.153805871550543e-09,0.0006922428819714216
0.800000011920929,636.6297467806381,11.212709873841495,11.212712621539705,2.4505210971526026e-05,2.3278711944185737e-10,1.0975151024269897e-09,2.1340143732271127e-08,0.002241179187187539,4.2151711574418837e-10,4.441704981841775e-09,0.0007541929335253273
0.8500000238418579,640.1422101864176,12.116956860851726,12.116960198955017,2.754902348467425e-05,2.308804900735817e-10,1.048560134757676e-09,1.9316532267190716e-08,0.002473050085138075,4.0415148364258177e-10,3.695914688610299e-09,0.0007400088297916601
0.8999999761581421,643.4869483681933,12.931880900200785,12.931884600023405,2.8610088897984554e-05,2.2355855534839097e-10,1.0095547803583234e-09,1.713171796454346e-08,0.0025978929021028135,3.9295001552011187e-10,3.3424813467248555e-09,0.000707810747288078
0.949999988079071,646.6618924455817,13.66669010172689,13.666694453808619,3.1844445858020265e-05,2.1039116109011768e-10,9.82272616702725e-10,1.7410696278696625e-08,0.002433086235062965,3.8023478406344156e-10,3.1119984601505276e-09,0.0007310882493161961
1.0,649.6648447325168,14.325803876677412,14.325808642188532,3.3265226595524666e-05,2.952097125780151e-10,9.60636972857122e-10,1.5366483670356005e-08,0.0028624161393478193,3.728678442232966e-10,2.6724647200360705e-09,0.0007672412975436169
