time,maximum_native_temperature_K,native_interface_heat_W,replayed_interface_heat_W,interface_heat_relative_difference_percent,maximum_fuel_interior_thermal_residual_W,fuel_stress_relative_l2_percent,fuel_stress_maximum_pointwise_percent,fuel_stress_maximum_absolute_difference_Pa,cladding_stress_relative_l2_percent,cladding_stress_maximum_pointwise_percent,cladding_stress_maximum_absolute_difference_Pa
0.05000000074505806,600.1899379932062,0.03135409837200814,0.03150496599316421,0.4811735275116691,2.6370649726517115e-13,1.4122754896630653e-08,1.9854531491076448e-07,0.00010356718731706985,3.631457039618033e-10,1.650872977805096e-09,2.739537733690794e-05
0.10000000149011612,600.759661291523,0.16301394112872664,0.16550823967670186,1.5301136397932735,1.910918702462995e-12,1.2772258106422139e-08,2.8611385568546445e-07,0.00045776428052341243,8.054525132514721e-10,4.024447420921422e-09,0.00015149626936099804
0.15000000596046448,601.7092674198301,0.5431032401933267,0.5657290461636254,4.166023012907205,9.369673534763943e-12,8.002382184800848e-09,1.6204683555541346e-07,0.0006870587935658426,7.78018183315539e-10,3.922201813657826e-09,0.000254090115459545
0.20000000298023224,603.0387613364854,1.1053346283381102,1.1117292035980935,0.5785194000117011,1.0586523655322158e-11,5.3915317697793865e-09,1.283385968016803e-07,0.001060559664262721,6.777812361507754e-10,4.024374918218416e-09,0.00029154601292892996
0.25,604.6848502117302,1.7119325179799054,1.7226681523181477,0.6271061636769604,2.1318060869097294e-11,3.976922605161702e-09,1.0157645638748362e-07,0.001176404563992284,7.182733904049243e-10,3.814859066536748e-09,0.0002951709185970537
0.30000001192092896,606.5841823312666,2.3784841190088457,2.3930107856956906,0.6107531503257713,3.854681829805473e-11,3.1392148108217862e-09,7.35064118611539e-08,0.0014302440397338902,6.89791899892372e-10,3.1565040288654845e-09,0.00038741953470231304
0.3499999940395355,608.7366079520976,3.0977939912305956,3.0977939820858644,-2.9520139666061596e-07,5.932086571090733e-11,2.593301320569228e-09,5.7879710733597845e-08,0.0014743322326866736,6.251958172769144e-10,3.262182389906859e-09,0.0004705604611163268
0.4000000059604645,611.1418018488773,3.8701616863427666,3.8701617410590243,1.4137977233374954e-06,8.594832007560727e-11,2.2189111568088955e-09,4.873514814170565e-08,0.0014867964030917198,5.773450744645718e-10,2.8957777650882444e-09,0.0004902776773817957
0.44999998807907104,613.7992095995062,4.7064295455665555,4.706429711038732,3.5158749245312038e-06,8.675363812743475e-11,1.9334753121717075e-09,4.5321771614904736e-08,0.0014873354936841832,5.299822655331894e-10,3.5487066763003097e-09,0.00043603026980305697
0.5,616.7080481744673,5.604452502955331,5.604452827493431,5.790719082021667e-06,6.9697505145766e-11,1.694382370642815e-09,3.9110801319478955e-08,0.0015458832287256073,5.02025845335804e-10,3.99937614629881e-09,0.00048515339280035663
0.550000011920929,619.7913182050856,6.531635070389184,6.531635638044459,8.690860231475028e-06,7.802975670115342e-11,1.5241373793894526e-09,3.153261865205475e-08,0.0015765190206044335,4.862352324659447e-10,4.675042961483596e-09,0.0005253012964262473
0.6000000238418579,622.9715983493635,7.4579994129659015,7.458000263119945,1.1399223787122992e-05,1.0528507516019761e-05,1.4085840519054552e-09,3.038194694381622e-08,0.0015847187619905856,4.6502620414518374e-10,5.25638971225588e-09,0.0006673564295428087
0.6499999761581421,626.2472866104298,8.388527642033402,8.388528835878834,1.4231882894399916e-05,2.267901069175158e-05,1.3154726951816752e-09,2.9240737167515505e-08,0.0018426696419681233,4.540305656534144e-10,5.204858421284031e-09,0.000638533358801892
0.699999988079071,629.6165373621799,9.324976682267344,9.324978402459468,1.8447146654665403e-05,4.557043712660183e-05,1.2346673910113182e-09,2.8890815451735728e-08,0.0019222216955004621,4.4424860967346053e-10,4.819390855693596e-09,0.0006472844828994767
0.75,633.0773951546632,10.268105957625309,10.26810805701633,2.0445747539454828e-05,7.382358781284765e-05,1.16463504026491e-09,2.5755333599866928e-08,0.002111175807195308,4.3569635209007575e-10,4.840341504036607e-09,0.0007553358141970529
0.800000011920929,636.6277830874595,11.220178061684352,11.220180811160951,2.4504750140152964e-05,0.00012316417843161263,1.1159550842236582e-09,2.2965290813601573e-08,0.002079667565996918,4.2572530291386555e-10,5.5140192360103006e-09,0.0008543350705782501
0.8500000238418579,640.1387671793465,12.128182144661363,12.128185485813663,2.7548665260113125e-05,0.00017992905463519795,1.076725414126231e-09,2.1446886735021072e-08,0.0022764693308091398,4.1057840413986805e-10,4.789374257726689e-09,0.0008625616275220922
0.8999999761581421,643.4813420180483,12.94730848300915,12.947312187204451,2.860977095231476e-05,0.0002343064727082251,1.0374605524781173e-09,1.9377802277269293e-08,0.002400413755694036,3.9740841907271437e-10,3.982861299294807e-09,0.0008487263945078642
0.949999988079071,646.6532969925593,13.686630964752538,13.686635323174276,3.1844372427869416e-05,0.00028459327114138504,1.0001930168821251e-09,1.9714070195652345e-08,0.0024329938040592355,3.878019011709889e-10,3.6459605470215268e-09,0.0008270921773311261
1.0,649.6522827346037,14.35045523744413,14.350460011178335,3.326538513537258e-05,0.0003297026453569808,9.747541482337964e-10,1.9452898585815407e-08,0.002576450534675309,3.8024250947057617e-10,3.4701475028182574e-09,0.0008240344883678161
