time,node,r,z,temperature,ur,uz,rf_r,rf_z,reaction_heat
0.10000000149011612,1,0.004,0.0,626.6666666666667,3.3333333333333335e-05,3.4906585039886384e-35,2256.4942142805658,-32.831742372980585,53.79426668431596
0.10000000149011612,2,0.005,0.0,606.6666666666667,1.6666666666666667e-05,3.759170696603172e-35,-2206.889172737482,-35.51350729771857,-28.159333480769515
0.10000000149011612,3,0.005,0.01,606.6666666666667,1.6666666666666667e-05,6.666666666666667e-05,-2206.889172737482,35.5135072977187,-28.159333480769515
0.10000000149011612,4,0.004,0.01,626.6666666666667,3.3333333333333335e-05,6.666666666666667e-05,2256.4942142805658,32.83174237298047,53.79426668431596
0.20000000298023224,1,0.004,0.0,653.3333333333334,6.666666666666667e-05,0.0,4625.515318063244,-61.52719294707105,100.83085424723008
0.20000000298023224,2,0.005,0.0,613.3333333333334,3.3333333333333335e-05,0.0,-4534.484672290422,-66.89014561670203,-72.59564642727442
0.20000000298023224,3,0.005,0.01,613.3333333333334,3.3333333333333335e-05,0.00013333333333333334,-4534.484672290421,66.89014561670207,-72.59564642727435
0.20000000298023224,4,0.004,0.01,653.3333333333334,6.666666666666667e-05,0.00013333333333333334,4625.515318063244,61.52719294707103,100.83085424723001
0.30000001192092896,1,0.004,0.0,679.9999999999999,0.0001,2.1382117680737565e-49,7111.7322187947775,-86.11596295097088,160.20661371461182
0.30000001192092896,2,0.005,0.0,620.0,5.0000000000000036e-05,2.2451223564774443e-49,-6987.409563668356,-94.16885611998825,-129.36750419052072
0.30000001192092896,3,0.005,0.01,620.0,5.0000000000000036e-05,0.00019999999999999996,-6987.409563668354,94.16885611998822,-129.3675041905206
0.30000001192092896,4,0.004,0.01,679.9999999999999,0.0001,0.00019999999999999996,7111.732218794774,86.1159629509709,160.2066137146117
0.4000000059604645,1,0.004,0.0,686.6666666666667,0.00011666666666666667,2.8923436468884635e-34,-2364.450169629214,-393.56467190411996,149.58120082712261
0.4000000059604645,2,0.005,0.0,626.6666666666667,0.00011666666666666668,3.0535492217439365e-34,3639.689275777131,-423.153074256418,-137.53710581456036
0.4000000059604645,3,0.005,0.01,626.6666666666667,0.00011666666666666668,9.999999999999994e-05,3639.6892757771316,423.1530742564178,-137.53710581456028
0.4000000059604645,4,0.004,0.01,686.6666666666667,0.00011666666666666667,9.999999999999994e-05,-2364.450169629214,393.56467190412,149.58120082712256
0.5,1,0.004,0.0,693.3333333333334,0.00013333333333333334,1.282927060844254e-49,-11295.764850716227,-711.0087735775751,148.2966306443629
0.5,2,0.005,0.0,633.3333333333334,0.00018333333333333334,2.1382117680737565e-49,13759.447641419829,-766.8325222558301,-135.9404488765946
0.5,3,0.005,0.01,633.3333333333334,0.00018333333333333334,-2.710505431213761e-20,13759.447641419827,766.8325222558299,-135.9404488765946
0.5,4,0.004,0.01,693.3333333333334,0.00013333333333333334,-2.710505431213761e-20,-11295.764850716228,711.0087735775754,148.29663064436286
0.6000000238418579,1,0.004,0.0,700.0,0.00015,2.993496475303259e-49,-19726.66636077066,-1037.117542504217,147.11116743557855
0.6000000238418579,2,0.005,0.0,640.0,0.00025,2.993496475303259e-49,23411.622385261602,-1124.009430150468,-134.44286216596998
0.6000000238418579,3,0.005,0.01,640.0,0.00025,-0.0001,23411.622385261595,1124.009430150468,-134.44286216597004
0.6000000238418579,4,0.004,0.01,700.0,0.00015,-0.0001,-19726.666360770658,1037.1175425042175,147.11116743557858
0.699999988079071,1,0.004,0.0,700.0,0.00015,-3.3488515216580324e-34,-19726.66636077066,-1037.117542504217,134.01268236964287
0.699999988079071,2,0.005,0.0,640.0,0.00025,-3.7131613741362985e-34,23411.622385261602,-1124.009430150468,-134.01268236964287
0.699999988079071,3,0.005,0.01,640.0,0.00025,-0.0001,23411.622385261595,1124.009430150468,-134.0126823696428
0.699999988079071,4,0.004,0.01,700.0,0.00015,-0.0001,-19726.666360770658,1037.1175425042175,134.0126823696428
0.800000011920929,1,0.004,0.0,700.0,0.00015,1.282927060844254e-49,-19726.66636077066,-1037.117542504217,133.6263725020034
0.800000011920929,2,0.005,0.0,640.0,0.00025,-4.276423536147513e-50,23411.622385261602,-1124.009430150468,-134.43035318594679
0.800000011920929,3,0.005,0.01,640.0,0.00025,-0.0001,23411.622385261595,1124.009430150468,-134.4303531859467
0.800000011920929,4,0.004,0.01,700.0,0.00015,-0.0001,-19726.666360770658,1037.1175425042175,133.6263725020033
0.8999999761581421,1,0.004,0.0,700.0,0.00015,0.0,-19726.66636077066,-1037.117542504217,133.2400626343639
0.8999999761581421,2,0.005,0.0,640.0,0.00025,-4.276423536147513e-50,23411.622385261602,-1124.009430150468,-134.84802400225078
0.8999999761581421,3,0.005,0.01,640.0,0.00025,-0.0001,23411.622385261595,1124.009430150468,-134.8480240022507
0.8999999761581421,4,0.004,0.01,700.0,0.00015,-0.0001,-19726.666360770658,1037.1175425042175,133.24006263436382
1.0,1,0.004,0.0,700.0,0.00015,0.0,-19726.66636077066,-1037.117542504217,133.2400626343639
1.0,2,0.005,0.0,640.0,0.00025,0.0,23411.622385261602,-1124.009430150468,-134.84802400225078
1.0,3,0.005,0.01,640.0,0.00025,-0.0001,23411.622385261595,1124.009430150468,-134.8480240022507
1.0,4,0.004,0.01,700.0,0.00015,-0.0001,-19726.666360770658,1037.1175425042175,133.24006263436382
