time,node,r,z,temperature,ur,uz,rf_r,rf_z,reaction_heat
0.10000000149011612,1,0.004,0.0,610.0,2e-05,1.862707490533472e-35,1362.8633588624523,-17.828381054231606,15.354664173276063
0.10000000149011612,2,0.005,0.0,604.0,1e-05,2.0059926821129936e-35,-1337.5833489840045,-19.258367013061914,-5.613639510168583
0.10000000149011612,3,0.005,0.01,604.0,1e-05,4e-05,-1337.5833489840045,19.258367013061893,-5.613639510168602
0.10000000149011612,4,0.004,0.01,610.0,2e-05,4e-05,1362.8633588624523,17.828381054231627,15.354664173276081
0.20000000298023224,1,0.004,0.0,620.0,4e-05,0.0,2765.9817392233335,-34.19350973862629,24.201472379131157
0.20000000298023224,2,0.005,0.0,608.0,2e-05,0.0,-2718.3051386828447,-37.05910419312199,-14.458374103130499
0.20000000298023224,3,0.005,0.01,608.0,2e-05,8e-05,-2718.305138682844,37.05910419312212,-14.458374103130502
0.20000000298023224,4,0.004,0.01,620.0,4e-05,8e-05,2765.9817392233335,34.19350973862618,24.201472379131154
0.30000001192092896,1,0.004,0.0,630.0,6.0000000000000015e-05,5.345529420184391e-51,4210.337904135203,-49.10196226807119,33.35705228859591
0.30000001192092896,2,0.005,0.0,612.0,3.0000000000000008e-05,8.018294130276587e-51,-4143.137777639927,-53.41076992237327,-23.611894086915896
0.30000001192092896,3,0.005,0.01,612.0,3.0000000000000008e-05,0.00012000000000000003,-4143.137777639926,53.41076992237329,-23.611894086915854
0.30000001192092896,4,0.004,0.01,630.0,6.0000000000000015e-05,0.00012000000000000003,4210.337904135202,49.10196226807119,33.35705228859587
0.4000000059604645,1,0.004,0.0,640.0,8e-05,-1.5390923255746213e-50,5696.942790691578,-62.560682101304714,42.8316533609039
0.4000000059604645,2,0.005,0.0,616.0,4e-05,-1.699011281436745e-50,-5613.0809867882745,-68.32221308159856,-33.084448785687144
0.4000000059604645,3,0.005,0.01,616.0,4e-05,0.00016,-5613.0809867882745,68.32221308159869,-33.08444878568709
0.4000000059604645,4,0.004,0.01,640.0,8e-05,0.00016,5696.942790691577,62.56068210130462,42.83165336090383
0.5,1,0.004,0.0,650.0,0.0001,4.6359534538807346e-51,7226.836624320626,-74.57698819272629,52.63595206300009
0.5,2,0.005,0.0,620.0,5e-05,5.171639134034901e-51,-7129.1628954237785,-81.80258100130818,-42.886714533089474
0.5,3,0.005,0.01,620.0,5e-05,0.0002,-7129.162895423778,81.80258100130824,-42.88671453308945
0.5,4,0.004,0.01,650.0,0.0001,0.0002,7226.836624320625,74.57698819272623,52.63595206300006
0.6000000238418579,1,0.004,0.0,660.0,0.00010999999999999999,1.7065139719590179e-34,1494.703852253367,-254.99651610181274,62.333781874198934
0.6000000238418579,2,0.005,0.0,624.0,8.999999999999999e-05,1.8035129630042384e-34,-717.3205153096035,-274.36096927335126,-52.58835657628599
0.6000000238418579,3,0.005,0.01,624.0,8.999999999999999e-05,0.00014000000000000004,-717.320515309603,274.3609692733513,-52.58835657628597
0.6000000238418579,4,0.004,0.01,660.0,0.00010999999999999999,0.00014000000000000004,1494.7038522533667,254.99651610181266,62.333781874198905
0.699999988079071,1,0.004,0.0,670.0,0.00011999999999999999,-4.276423536147513e-50,-4034.4116248299133,-439.03760367441043,69.56606839693978
0.699999988079071,2,0.005,0.0,628.0,0.00013,0.0,5505.457205103734,-472.1886522830223,-59.824414117705636
0.699999988079071,3,0.005,0.01,628.0,0.00013,8.000000000000005e-05,5505.457205103733,472.18865228302235,-59.82441411770567
0.699999988079071,4,0.004,0.01,670.0,0.00011999999999999999,8.000000000000005e-05,-4034.4116248299124,439.0376036744103,69.56606839693984
0.800000011920929,1,0.004,0.0,680.0,0.00013,-2.7796752984958835e-49,-9370.998649644305,-626.4041486250666,76.35513648042796
0.800000011920929,2,0.005,0.0,632.0,0.00016999999999999996,-3.2073176521106348e-49,11548.606721286053,-675.0199417520842,-66.61721267128466
0.800000011920929,3,0.005,0.01,632.0,0.00016999999999999996,2.0000000000000046e-05,11548.60672128605,675.0199417520843,-66.61721267128468
0.800000011920929,4,0.004,0.01,680.0,0.00013,2.0000000000000046e-05,-9370.998649644305,626.4041486250665,76.35513648042799
0.8999999761581421,1,0.004,0.0,690.0,0.00014,2.962348813285707e-49,-14524.64663522352,-816.8069992429372,82.73769418280278
0.8999999761581421,2,0.005,0.0,636.0,0.00020999999999999995,3.2169252692982677e-49,17420.709629410117,-882.5933843912537,-73.00346094567446
0.8999999761581421,3,0.005,0.01,636.0,0.00020999999999999995,-3.999999999999994e-05,17420.70962941012,882.593384391254,-73.00346094567445
0.8999999761581421,4,0.004,0.01,690.0,0.00014,-3.999999999999994e-05,-14524.646635223522,816.806999242937,82.73769418280277
1.0,1,0.004,0.0,700.0,0.00015,-1.4504371438025807e-50,-19504.145390135513,-1009.9630658948217,88.74633567846958
1.0,2,0.005,0.0,640.0,0.00024999999999999995,-1.5664907598435984e-50,23129.58919357474,-1094.650993713265,-79.01575375195183
1.0,3,0.005,0.01,640.0,0.00024999999999999995,-9.999999999999994e-05,23129.58919357474,1094.650993713265,-79.01575375195188
1.0,4,0.004,0.01,700.0,0.00015,-9.999999999999994e-05,-19504.145390135513,1009.9630658948217,88.7463356784696
