time,field,node,component,value
0.4000000059604645,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,16,0,0.0
0.4000000059604645,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,16,1,0.0
0.4000000059604645,CSLIP1   SECONDARY_ONE/PRIMARY_ONE,2,0,0.0
0.4000000059604645,CSLIP1   SECONDARY_ONE/PRIMARY_ONE,3,0,0.0
0.4000000059604645,CSLIP1   SECONDARY_TWO/PRIMARY_TWO,10,0,0.0
0.4000000059604645,CSLIP1   SECONDARY_TWO/PRIMARY_TWO,11,0,0.0
0.4000000059604645,HFL      SECONDARY_ONE/PRIMARY_ONE,2,0,0.0
0.4000000059604645,HFL      SECONDARY_ONE/PRIMARY_ONE,3,0,0.0
0.4000000059604645,HFL      SECONDARY_TWO/PRIMARY_TWO,10,0,0.0
0.4000000059604645,HFL      SECONDARY_TWO/PRIMARY_TWO,11,0,0.0
0.5,CNORMF   SECONDARY_ONE/PRIMARY_ONE,2,0,-6.439698612351137e-23
0.5,CNORMF   SECONDARY_ONE/PRIMARY_ONE,2,1,0.0
0.5,CNORMF   SECONDARY_ONE/PRIMARY_ONE,3,0,-6.439698612351135e-23
0.5,CNORMF   SECONDARY_ONE/PRIMARY_ONE,3,1,0.0
0.5,CNORMF   SECONDARY_ONE/PRIMARY_ONE,5,0,6.439698612351137e-23
0.5,CNORMF   SECONDARY_ONE/PRIMARY_ONE,5,1,0.0
0.5,CNORMF   SECONDARY_ONE/PRIMARY_ONE,8,0,6.439698612351135e-23
0.5,CNORMF   SECONDARY_ONE/PRIMARY_ONE,8,1,0.0
0.5,CNORMF   SECONDARY_TWO/PRIMARY_TWO,10,0,0.0
0.5,CNORMF   SECONDARY_TWO/PRIMARY_TWO,10,1,0.0
0.5,CNORMF   SECONDARY_TWO/PRIMARY_TWO,11,0,0.0
0.5,CNORMF   SECONDARY_TWO/PRIMARY_TWO,11,1,0.0
0.5,CNORMF   SECONDARY_TWO/PRIMARY_TWO,13,0,0.0
0.5,CNORMF   SECONDARY_TWO/PRIMARY_TWO,13,1,0.0
0.5,CNORMF   SECONDARY_TWO/PRIMARY_TWO,16,0,0.0
0.5,CNORMF   SECONDARY_TWO/PRIMARY_TWO,16,1,0.0
0.5,COPEN    SECONDARY_ONE/PRIMARY_ONE,2,0,-4.0996394647108136e-19
0.5,COPEN    SECONDARY_ONE/PRIMARY_ONE,3,0,-4.0996394647108136e-19
0.5,COPEN    SECONDARY_TWO/PRIMARY_TWO,10,0,4.99999999999592e-07
0.5,COPEN    SECONDARY_TWO/PRIMARY_TWO,11,0,5.000000000004594e-07
0.5,CPRESS   SECONDARY_ONE/PRIMARY_ONE,2,0,4.0996394647108136e-19
0.5,CPRESS   SECONDARY_ONE/PRIMARY_ONE,3,0,4.0996394647108136e-19
0.5,CPRESS   SECONDARY_ONE/PRIMARY_ONE,5,0,4.0996394647108136e-19
0.5,CPRESS   SECONDARY_ONE/PRIMARY_ONE,8,0,4.0996394647108136e-19
0.5,CPRESS   SECONDARY_TWO/PRIMARY_TWO,10,0,0.0
0.5,CPRESS   SECONDARY_TWO/PRIMARY_TWO,11,0,0.0
0.5,CPRESS   SECONDARY_TWO/PRIMARY_TWO,13,0,0.0
0.5,CPRESS   SECONDARY_TWO/PRIMARY_TWO,16,0,0.0
0.5,CSHEAR1  SECONDARY_ONE/PRIMARY_ONE,2,0,1.2298918394132442e-19
0.5,CSHEAR1  SECONDARY_ONE/PRIMARY_ONE,3,0,1.229891839413244e-19
0.5,CSHEAR1  SECONDARY_ONE/PRIMARY_ONE,5,0,1.229891839413244e-19
0.5,CSHEAR1  SECONDARY_ONE/PRIMARY_ONE,8,0,1.229891839413244e-19
0.5,CSHEAR1  SECONDARY_TWO/PRIMARY_TWO,10,0,0.0
0.5,CSHEAR1  SECONDARY_TWO/PRIMARY_TWO,11,0,0.0
0.5,CSHEAR1  SECONDARY_TWO/PRIMARY_TWO,13,0,0.0
0.5,CSHEAR1  SECONDARY_TWO/PRIMARY_TWO,16,0,0.0
0.5,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,2,0,0.0
0.5,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,2,1,-1.9319095837053412e-23
0.5,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,3,0,0.0
0.5,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,3,1,-1.9319095837053403e-23
0.5,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,5,0,-3.8638191674105237e-26
0.5,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,5,1,1.931909583705341e-23
0.5,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,8,0,3.8638191674105237e-26
0.5,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,8,1,1.9319095837053403e-23
0.5,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,10,0,0.0
0.5,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,10,1,0.0
0.5,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,11,0,0.0
0.5,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,11,1,0.0
0.5,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,13,0,0.0
0.5,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,13,1,0.0
0.5,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,16,0,0.0
0.5,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,16,1,0.0
0.5,CSLIP1   SECONDARY_ONE/PRIMARY_ONE,2,0,8.04761904761905e-07
0.5,CSLIP1   SECONDARY_ONE/PRIMARY_ONE,3,0,2.4142857142857148e-06
0.5,CSLIP1   SECONDARY_TWO/PRIMARY_TWO,10,0,0.0
0.5,CSLIP1   SECONDARY_TWO/PRIMARY_TWO,11,0,0.0
0.5,HFL      SECONDARY_ONE/PRIMARY_ONE,2,0,0.0
0.5,HFL      SECONDARY_ONE/PRIMARY_ONE,3,0,0.0
0.5,HFL      SECONDARY_TWO/PRIMARY_TWO,10,0,0.0
0.5,HFL      SECONDARY_TWO/PRIMARY_TWO,11,0,0.0
0.6000000238418579,CNORMF   SECONDARY_ONE/PRIMARY_ONE,2,0,-3.1415926535904357
0.6000000238418579,CNORMF   SECONDARY_ONE/PRIMARY_ONE,2,1,0.0
0.6000000238418579,CNORMF   SECONDARY_ONE/PRIMARY_ONE,3,0,-3.1415926535904317
0.6000000238418579,CNORMF   SECONDARY_ONE/PRIMARY_ONE,3,1,0.0
0.6000000238418579,CNORMF   SECONDARY_ONE/PRIMARY_ONE,5,0,3.1415926535904357
0.6000000238418579,CNORMF   SECONDARY_ONE/PRIMARY_ONE,5,1,0.0
